,popularity,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,release_date,song_name
417,25,0.777,0.793,6,0.148,0.0815,0.0,0.0363,0.674,117.996,202922,4,TWICE,2021-10-01,The Feels - The Stereotypes Remix
418,22,0.78,0.828,9,0.068,0.00771,3.17e-06,0.317,0.553,124.057,135000,4,TWICE,2021-10-01,The Feels - YVES V Remix
419,15,0.816,0.681,9,0.041,0.000394,0.764,0.062,0.9,119.958,198053,4,TWICE,2021-10-01,The Feels - Instrumental
420,12,0.834,0.885,11,0.0692,0.00993,0.000958,0.634,0.947,126.987,249710,4,TWICE,2021-10-01,The Feels - Benny Benassi Remix Extended
421,10,0.818,0.628,11,0.048,0.00265,0.814,0.0782,0.673,118.004,202922,4,TWICE,2021-10-01,The Feels - The Stereotypes Remix Instrumental
422,10,0.781,0.83,11,0.0383,0.000238,0.826,0.102,0.176,123.991,135000,4,TWICE,2021-10-01,The Feels - YVES V Remix Instrumental
423,7,0.758,0.855,11,0.0382,0.0314,0.89,0.0616,0.487,126.989,185218,4,TWICE,2021-10-01,The Feels - Benny Benassi Remix Instrumental
424,40,0.793,0.861,6,0.06,0.0378,0.000117,0.0557,0.607,127.015,185218,4,TWICE,2021-10-01,The Feels (Benny Benassi Remix)
425,63,0.808,0.903,9,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,4,TWICE,2021-10-01,The Feels
426,37,0.777,0.795,6,0.147,0.0828,0.0,0.0353,0.679,117.996,202922,4,TWICE,2021-10-01,The Feels (The Stereotypes Remix)
427,37,0.78,0.828,9,0.0678,0.00771,3.17e-06,0.317,0.553,124.044,135000,4,TWICE,2021-10-01,The Feels (YVES V Remix)
428,33,0.816,0.681,9,0.041,0.000394,0.764,0.062,0.9,119.958,198053,4,TWICE,2021-10-01,The Feels (Instrumental)
429,25,0.835,0.883,11,0.0697,0.00988,0.000937,0.634,0.948,126.99,249709,4,TWICE,2021-10-01,The Feels (Benny Benassi Remix Extended)
430,26,0.817,0.628,11,0.0481,0.00259,0.825,0.0785,0.67,118.006,202922,4,TWICE,2021-10-01,The Feels (The Stereotypes Remix – Instrumental)
431,26,0.781,0.83,11,0.0383,0.000238,0.826,0.102,0.176,123.991,135000,4,TWICE,2021-10-01,The Feels (YVES V Remix – Instrumental)
432,22,0.76,0.855,11,0.0378,0.0306,0.892,0.0677,0.487,127.013,184041,4,TWICE,2021-10-01,The Feels (Benny Benassi Remix – Instrumental)
433,56,0.808,0.903,9,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,4,TWICE,2021-10-01,The Feels
434,29,0.777,0.793,6,0.148,0.0815,0.0,0.0363,0.674,117.996,202922,4,TWICE,2021-10-01,The Feels - The Stereotypes Remix
435,21,0.78,0.828,9,0.068,0.00771,3.17e-06,0.317,0.553,124.057,135000,4,TWICE,2021-10-01,The Feels - YVES V Remix
436,13,0.816,0.681,9,0.041,0.000394,0.764,0.062,0.9,119.958,198053,4,TWICE,2021-10-01,The Feels - Instrumental
437,10,0.818,0.628,11,0.048,0.00265,0.814,0.0782,0.673,118.004,202922,4,TWICE,2021-10-01,The Feels - The Stereotypes Remix Instrumental
438,10,0.781,0.83,11,0.0383,0.000238,0.826,0.102,0.176,123.991,135000,4,TWICE,2021-10-01,The Feels - YVES V Remix Instrumental
439,22,0.808,0.903,9,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,4,TWICE,2021-10-01,The Feels
440,3,0.777,0.794,6,0.147,0.0832,0.0,0.0349,0.679,117.997,202922,4,TWICE,2021-10-01,The Feels (The Stereotypes Remix)
441,3,0.78,0.828,9,0.0678,0.00771,3.17e-06,0.317,0.553,124.044,135000,4,TWICE,2021-10-01,The Feels (YVES V Remix)
442,2,0.816,0.681,9,0.041,0.000394,0.764,0.062,0.9,119.958,198053,4,TWICE,2021-10-01,The Feels (Instrumental)
443,1,0.819,0.626,11,0.0465,0.00269,0.827,0.0784,0.684,118.009,202922,4,TWICE,2021-10-01,The Feels (The Stereotypes Remix Instrumental)
444,1,0.781,0.83,11,0.0383,0.000238,0.826,0.102,0.176,123.991,135000,4,TWICE,2021-10-01,The Feels (YVES V Remix Instrumental)
